PROJECT	FILE	LINE NUMBER	HANDLER ID	HANDLED EXCEPTION	EXCEPTION TYPE	EXCEPTION ORIGIN	AUTOCOMPLETE	EMPTY
rey5137 material	D:\Desenvolvimento\Projetos Github\running\rey5137 material\material\src\main\java\com\rey\material\util\TypefaceUtil.java	32	4	java.lang.Exception	Checked	Java	false	false
rey5137 material	D:\Desenvolvimento\Projetos Github\running\rey5137 material\material\src\main\java\com\rey\material\drawable\LineMorphingDrawable.java	565	5	java.lang.Exception	Checked	Java	false	true
rey5137 material	D:\Desenvolvimento\Projetos Github\running\rey5137 material\material\src\main\java\com\rey\material\app\BottomSheetDialog.java	51	6	java.lang.IllegalArgumentException	Unchecked	Java	false	true
rey5137 material	D:\Desenvolvimento\Projetos Github\running\rey5137 material\material\src\main\java\com\rey\material\app\Dialog.java	75	7	java.lang.IllegalArgumentException	Unchecked	Java	false	true
roughike BottomBar	D:\Desenvolvimento\Projetos Github\running\roughike BottomBar\bottom-bar\src\main\java\com\roughike\bottombar\MiscUtils.java	67	1	java.lang.NoSuchFieldError	Error	Java	false	false
roughike BottomBar	D:\Desenvolvimento\Projetos Github\running\roughike BottomBar\bottom-bar\src\main\java\com\roughike\bottombar\TabParser.java	89	2	java.io.IOException	Checked	Java	false	false
roughike BottomBar	D:\Desenvolvimento\Projetos Github\running\roughike BottomBar\bottom-bar\src\main\java\com\roughike\bottombar\TabParser.java	89	2	org.xmlpull.v1.XmlPullParserException	Checked	Library	false	false
roughike BottomBar	D:\Desenvolvimento\Projetos Github\running\roughike BottomBar\bottom-bar\src\main\java\com\roughike\bottombar\TabParser.java	174	3	java.lang.Exception	Checked	Java	false	false
scwang90 SmartRefreshLayout	D:\Desenvolvimento\Projetos Github\running\scwang90 SmartRefreshLayout\refresh-layout\src\main\java\com\scwang\smartrefresh\layout\SmartRefreshLayout.java	503	1	java.lang.Throwable	Checked	Java	false	true
scwang90 SmartRefreshLayout	D:\Desenvolvimento\Projetos Github\running\scwang90 SmartRefreshLayout\refresh-layout\src\main\java\com\scwang\smartrefresh\layout\internal\pathview\PathParser.java	182	2	java.lang.RuntimeException	Unchecked	Java	false	false
scwang90 SmartRefreshLayout	D:\Desenvolvimento\Projetos Github\running\scwang90 SmartRefreshLayout\refresh-layout\src\main\java\com\scwang\smartrefresh\layout\internal\pathview\PathParser.java	345	3	java.lang.NumberFormatException	Unchecked	Java	false	false
scwang90 SmartRefreshLayout	D:\Desenvolvimento\Projetos Github\running\scwang90 SmartRefreshLayout\refresh-layout\src\main\java\com\scwang\smartrefresh\layout\impl\RefreshContentWrapper.java	94	4	java.lang.Exception	Checked	Java	false	true
scwang90 SmartRefreshLayout	D:\Desenvolvimento\Projetos Github\running\scwang90 SmartRefreshLayout\refresh-layout\src\main\java\com\scwang\smartrefresh\layout\impl\RefreshContentWrapper.java	100	5	java.lang.Exception	Checked	Java	false	true
scwang90 SmartRefreshLayout	D:\Desenvolvimento\Projetos Github\running\scwang90 SmartRefreshLayout\refresh-layout\src\main\java\com\scwang\smartrefresh\layout\impl\RefreshContentWrapper.java	262	6	java.lang.Throwable	Checked	Java	false	true
scwang90 SmartRefreshLayout	D:\Desenvolvimento\Projetos Github\running\scwang90 SmartRefreshLayout\refresh-layout\src\main\java\com\scwang\smartrefresh\layout\impl\RefreshContentWrapper.java	269	7	java.lang.Throwable	Checked	Java	false	true
scwang90 SmartRefreshLayout	D:\Desenvolvimento\Projetos Github\running\scwang90 SmartRefreshLayout\refresh-layout\src\main\java\com\scwang\smartrefresh\layout\impl\RefreshContentWrapper.java	427	8	java.lang.IllegalAccessException	Checked	Java	true	false
scwang90 SmartRefreshLayout	D:\Desenvolvimento\Projetos Github\running\scwang90 SmartRefreshLayout\refresh-layout\src\main\java\com\scwang\smartrefresh\layout\header\ClassicsHeader.java	186	9	java.lang.Throwable	Checked	Java	true	false
scwang90 SmartRefreshLayout	D:\Desenvolvimento\Projetos Github\running\scwang90 SmartRefreshLayout\app\src\main\java\com\scwang\refreshlayout\util\StatusBarUtil.java	165	10	java.lang.Exception	Checked	Java	false	false
scwang90 SmartRefreshLayout	D:\Desenvolvimento\Projetos Github\running\scwang90 SmartRefreshLayout\app\src\main\java\com\scwang\refreshlayout\util\StatusBarUtil.java	187	11	java.lang.Exception	Checked	Java	false	false
scwang90 SmartRefreshLayout	D:\Desenvolvimento\Projetos Github\running\scwang90 SmartRefreshLayout\app\src\main\java\com\scwang\refreshlayout\util\StatusBarUtil.java	209	12	java.lang.Exception	Checked	Java	false	false
square leakcanary	D:\Desenvolvimento\Projetos Github\running\square leakcanary\leakcanary-watcher\src\main\java\com\squareup\leakcanary\GcTrigger.java	41	1	java.lang.InterruptedException	Checked	Java	false	false
square leakcanary	D:\Desenvolvimento\Projetos Github\running\square leakcanary\leakcanary-android\src\main\java\com\squareup\leakcanary\AbstractAnalysisResultService.java	32	2	java.lang.ClassNotFoundException	Checked	Java	false	false
square leakcanary	D:\Desenvolvimento\Projetos Github\running\square leakcanary\leakcanary-android\src\main\java\com\squareup\leakcanary\AndroidHeapDumper.java	65	3	java.lang.Exception	Checked	Java	false	false
square leakcanary	D:\Desenvolvimento\Projetos Github\running\square leakcanary\leakcanary-android\src\main\java\com\squareup\leakcanary\DisplayLeakService.java	98	4	java.io.IOException	Checked	Java	false	false
square leakcanary	D:\Desenvolvimento\Projetos Github\running\square leakcanary\leakcanary-android\src\main\java\com\squareup\leakcanary\DisplayLeakService.java	104	5	java.io.IOException	Checked	Java	false	true
square leakcanary	D:\Desenvolvimento\Projetos Github\running\square leakcanary\leakcanary-android\src\main\java\com\squareup\leakcanary\LeakCanary.java	72	6	android.content.pm.PackageManager.NameNotFoundException	Checked	Android	false	false
square leakcanary	D:\Desenvolvimento\Projetos Github\running\square leakcanary\leakcanary-android\src\main\java\com\squareup\leakcanary\internal\DisplayLeakActivity.java	468	7	java.io.IOException	Checked	Java	false	false
square leakcanary	D:\Desenvolvimento\Projetos Github\running\square leakcanary\leakcanary-android\src\main\java\com\squareup\leakcanary\internal\DisplayLeakActivity.java	468	7	java.lang.ClassNotFoundException	Checked	Java	false	false
square leakcanary	D:\Desenvolvimento\Projetos Github\running\square leakcanary\leakcanary-android\src\main\java\com\squareup\leakcanary\internal\DisplayLeakActivity.java	482	8	java.io.IOException	Checked	Java	false	true
square leakcanary	D:\Desenvolvimento\Projetos Github\running\square leakcanary\leakcanary-android\src\main\java\com\squareup\leakcanary\internal\FutureResult.java	35	9	java.lang.InterruptedException	Checked	Java	false	false
square leakcanary	D:\Desenvolvimento\Projetos Github\running\square leakcanary\leakcanary-android\src\main\java\com\squareup\leakcanary\internal\LeakCanaryInternals.java	97	10	java.lang.Exception	Checked	Java	false	false
square leakcanary	D:\Desenvolvimento\Projetos Github\running\square leakcanary\leakcanary-android\src\main\java\com\squareup\leakcanary\internal\LeakCanaryInternals.java	107	11	android.content.pm.PackageManager.NameNotFoundException	Checked	Android	false	false
square leakcanary	D:\Desenvolvimento\Projetos Github\running\square leakcanary\leakcanary-analyzer\src\main\java\com\squareup\leakcanary\HahaHelper.java	119	12	java.lang.NoSuchMethodException	Checked	Java	false	false
square leakcanary	D:\Desenvolvimento\Projetos Github\running\square leakcanary\leakcanary-analyzer\src\main\java\com\squareup\leakcanary\HahaHelper.java	121	13	java.lang.IllegalAccessException	Checked	Java	false	false
square leakcanary	D:\Desenvolvimento\Projetos Github\running\square leakcanary\leakcanary-analyzer\src\main\java\com\squareup\leakcanary\HahaHelper.java	123	14	java.lang.reflect.InvocationTargetException	Checked	Java	false	false
square leakcanary	D:\Desenvolvimento\Projetos Github\running\square leakcanary\leakcanary-analyzer\src\main\java\com\squareup\leakcanary\HeapAnalyzer.java	94	15	java.lang.Throwable	Checked	Java	false	false
square leakcanary	D:\Desenvolvimento\Projetos Github\running\square leakcanary\leakcanary-analyzer\src\main\java\com\squareup\leakcanary\HeapAnalyzer.java	125	16	java.lang.Throwable	Checked	Java	false	false
square leakcanary	D:\Desenvolvimento\Projetos Github\running\square leakcanary\leakcanary-analyzer\src\main\java\com\squareup\leakcanary\HeapAnalyzer.java	318	17	java.lang.ClassNotFoundException	Checked	Java	false	true
square picasso	D:\Desenvolvimento\Projetos Github\running\square picasso\picasso-sample\src\main\java\com\example\picasso\GrayscaleTransformation.java	47	1	java.io.IOException	Checked	Java	false	false
square picasso	D:\Desenvolvimento\Projetos Github\running\square picasso\picasso\src\main\java\com\squareup\picasso\BitmapHunter.java	182	2	com.squareup.picasso.NetworkRequestHandler.ResponseException	Checked	System	false	false
square picasso	D:\Desenvolvimento\Projetos Github\running\square picasso\picasso\src\main\java\com\squareup\picasso\BitmapHunter.java	187	3	java.io.IOException	Checked	Java	false	false
square picasso	D:\Desenvolvimento\Projetos Github\running\square picasso\picasso\src\main\java\com\squareup\picasso\BitmapHunter.java	190	4	java.lang.OutOfMemoryError	Error	Java	false	false
square picasso	D:\Desenvolvimento\Projetos Github\running\square picasso\picasso\src\main\java\com\squareup\picasso\BitmapHunter.java	195	5	java.lang.Exception	Checked	Java	false	false
square picasso	D:\Desenvolvimento\Projetos Github\running\square picasso\picasso\src\main\java\com\squareup\picasso\BitmapHunter.java	234	6	java.io.IOException	Checked	Java	false	true
square picasso	D:\Desenvolvimento\Projetos Github\running\square picasso\picasso\src\main\java\com\squareup\picasso\BitmapHunter.java	446	7	java.lang.RuntimeException	Unchecked	Java	false	false
square picasso	D:\Desenvolvimento\Projetos Github\running\square picasso\picasso\src\main\java\com\squareup\picasso\MarkableInputStream.java	96	8	java.io.IOException	Checked	Java	false	false
square picasso	D:\Desenvolvimento\Projetos Github\running\square picasso\picasso\src\main\java\com\squareup\picasso\MediaStoreRequestHandler.java	116	9	java.lang.RuntimeException	Unchecked	Java	false	false
square picasso	D:\Desenvolvimento\Projetos Github\running\square picasso\picasso\src\main\java\com\squareup\picasso\OkHttp3Downloader.java	98	10	java.io.IOException	Checked	Java	false	true
square picasso	D:\Desenvolvimento\Projetos Github\running\square picasso\picasso\src\main\java\com\squareup\picasso\Picasso.java	640	11	java.lang.InterruptedException	Checked	Java	false	false
square picasso	D:\Desenvolvimento\Projetos Github\running\square picasso\picasso\src\main\java\com\squareup\picasso\Picasso.java	642	12	java.lang.Exception	Checked	Java	false	false
square picasso	D:\Desenvolvimento\Projetos Github\running\square picasso\picasso\src\main\java\com\squareup\picasso\Utils.java	235	13	java.lang.IllegalArgumentException	Unchecked	Java	false	true
square picasso	D:\Desenvolvimento\Projetos Github\running\square picasso\picasso\src\main\java\com\squareup\picasso\Utils.java	258	14	java.lang.NullPointerException	Unchecked	Java	false	false
square picasso	D:\Desenvolvimento\Projetos Github\running\square picasso\picasso\src\main\java\com\squareup\picasso\Utils.java	262	15	java.lang.SecurityException	Unchecked	Java	false	false
square picasso	D:\Desenvolvimento\Projetos Github\running\square picasso\picasso\src\main\java\com\squareup\picasso\Utils.java	297	16	java.lang.NumberFormatException	Unchecked	Java	false	false
square picasso	D:\Desenvolvimento\Projetos Github\running\square picasso\picasso\src\main\java\com\squareup\picasso\Utils.java	321	17	android.content.pm.PackageManager.NameNotFoundException	Checked	Android	false	false
umano AndroidSlidingUpPanel	D:\Desenvolvimento\Projetos Github\running\umano AndroidSlidingUpPanel\library\src\main\java\com\sothree\slidinguppanel\SlidingUpPanelLayout.java	949	1	java.lang.Exception	Checked	Java	false	false
Yalantis uCrop	D:\Desenvolvimento\Projetos Github\running\Yalantis uCrop\ucrop\src\main\java\com\yalantis\ucrop\util\BitmapLoadUtils.java	46	1	java.lang.OutOfMemoryError	Error	Java	false	false
Yalantis uCrop	D:\Desenvolvimento\Projetos Github\running\Yalantis uCrop\ucrop\src\main\java\com\yalantis\ucrop\util\BitmapLoadUtils.java	77	2	java.io.IOException	Checked	Java	false	false
Yalantis uCrop	D:\Desenvolvimento\Projetos Github\running\Yalantis uCrop\ucrop\src\main\java\com\yalantis\ucrop\util\BitmapLoadUtils.java	167	3	java.io.IOException	Checked	Java	false	true
Yalantis uCrop	D:\Desenvolvimento\Projetos Github\running\Yalantis uCrop\ucrop\src\main\java\com\yalantis\ucrop\util\EglUtils.java	34	4	java.lang.Exception	Checked	Java	false	false
Yalantis uCrop	D:\Desenvolvimento\Projetos Github\running\Yalantis uCrop\ucrop\src\main\java\com\yalantis\ucrop\util\FileUtils.java	115	5	java.lang.IllegalArgumentException	Unchecked	Java	false	false
Yalantis uCrop	D:\Desenvolvimento\Projetos Github\running\Yalantis uCrop\ucrop\src\main\java\com\yalantis\ucrop\util\ImageHeaderParser.java	419	6	java.io.IOException	Checked	Java	false	false
Yalantis uCrop	D:\Desenvolvimento\Projetos Github\running\Yalantis uCrop\ucrop\src\main\java\com\yalantis\ucrop\task\BitmapCropTask.java	93	7	java.lang.Throwable	Checked	Java	false	false
Yalantis uCrop	D:\Desenvolvimento\Projetos Github\running\Yalantis uCrop\ucrop\src\main\java\com\yalantis\ucrop\task\BitmapLoadTask.java	94	8	java.lang.NullPointerException	Unchecked	Java	false	false
Yalantis uCrop	D:\Desenvolvimento\Projetos Github\running\Yalantis uCrop\ucrop\src\main\java\com\yalantis\ucrop\task\BitmapLoadTask.java	94	8	java.io.IOException	Checked	Java	false	false
Yalantis uCrop	D:\Desenvolvimento\Projetos Github\running\Yalantis uCrop\ucrop\src\main\java\com\yalantis\ucrop\task\BitmapLoadTask.java	101	9	java.io.FileNotFoundException	Checked	Java	false	false
Yalantis uCrop	D:\Desenvolvimento\Projetos Github\running\Yalantis uCrop\ucrop\src\main\java\com\yalantis\ucrop\task\BitmapLoadTask.java	129	10	java.lang.OutOfMemoryError	Error	Java	false	false
Yalantis uCrop	D:\Desenvolvimento\Projetos Github\running\Yalantis uCrop\ucrop\src\main\java\com\yalantis\ucrop\task\BitmapLoadTask.java	180	11	java.lang.NullPointerException	Unchecked	Java	false	false
Yalantis uCrop	D:\Desenvolvimento\Projetos Github\running\Yalantis uCrop\ucrop\src\main\java\com\yalantis\ucrop\task\BitmapLoadTask.java	180	11	java.io.IOException	Checked	Java	false	false
Yalantis uCrop	D:\Desenvolvimento\Projetos Github\running\Yalantis uCrop\ucrop\src\main\java\com\yalantis\ucrop\task\BitmapLoadTask.java	169	12	java.lang.NullPointerException	Unchecked	Java	false	false
Yalantis uCrop	D:\Desenvolvimento\Projetos Github\running\Yalantis uCrop\ucrop\src\main\java\com\yalantis\ucrop\task\BitmapLoadTask.java	169	12	java.io.IOException	Checked	Java	false	false
Yalantis uCrop	D:\Desenvolvimento\Projetos Github\running\Yalantis uCrop\sample\src\main\java\com\yalantis\ucrop\sample\ResultActivity.java	63	13	java.lang.Exception	Checked	Java	false	false
